,True_uninfected
11371,C61P22N_ThinF_IMG_20150818_112626_cell_49.png
11372,C68P29N_ThinF_IMG_20150819_134112_cell_55.png
11373,C232ThinF_IMG_20151112_154345_cell_233.png
11374,C122P83ThinF_IMG_20151002_144341_cell_138.png
11375,C239ThinF_IMG_20151127_113253_cell_150.png
11376,C142P103ThinF_IMG_20151005_221115_cell_23.png
11377,C101P62ThinF_IMG_20150918_151149_cell_29.png
11378,C187P148NThinF_IMG_20151203_153036_cell_56.png
11379,C72P33_ThinF_IMG_20150815_105823_cell_137.png
11380,C66P27N_ThinF_IMG_20150818_163551_cell_98.png
11381,C84P45ThinF_IMG_20150818_101412_cell_95.png
11382,C120P81ThinF_IMG_20151002_130150_cell_147.png
11383,C125P86ThinF_IMG_20151004_102053_cell_83.png
11384,C70P31_ThinF_IMG_20150819_141436_cell_18.png
11385,C236ThinF_IMG_20151127_102516_cell_33.png
11386,C103P64ThinF_IMG_20150918_164553_cell_160.png
11387,C120P81ThinF_IMG_20151002_125443_cell_5.png
11388,C99P60ThinF_IMG_20150918_141129_cell_3.png
11389,C105P66ThinF_IMG_20150924_094944_cell_14.png
11390,C164P125ThinF_IMG_20151116_113651_cell_59.png
11391,C176P137NThinF_IMG_20151201_121808_cell_21.png
11392,C77P38ThinF_IMG_20150602_112011_cell_38.png
11393,C227ThinF_IMG_20151112_135818_cell_93.png
11394,C238NThinF_IMG_20151207_114653_cell_133.png
11395,C115P76ThinF_IMG_20150930_162315_cell_243.png
11396,C159P120ThinF_IMG_20151115_190002_cell_52.png
11397,C175P136NThinF_IMG_20151127_141428_cell_160.png
11398,C12NThinF_IMG_20150614_124212_cell_120.png
11399,C238NThinF_IMG_20151207_114444_cell_91.png
11400,C212ThinF_IMG_20151106_105941_cell_229.png
11401,C136P97ThinF_IMG_20151005_140646_cell_39.png
11402,C234ThinF_IMG_20151112_162909_cell_135.png
11403,C239ThinF_IMG_20151127_113150_cell_71.png
11404,C153P114ThinF_IMG_20151115_135639_cell_68.png
11405,C56P17thinF_IMG_20150728_160623_cell_20.png
11406,C78P39ThinF_IMG_20150606_104426_cell_80.png
11407,C172P133ThinF_IMG_20151119_155343_cell_113.png
11408,C7NthinF_IMG_20150611_104753_cell_119.png
11409,C87P48ThinF_IMG_20150820_144714_cell_192.png
11410,C49P10thinF_IMG_20150724_102330_cell_181.png
11411,C71P32_ThinF_IMG_20150813_163120_cell_78.png
11412,C187P148NThinF_IMG_20151203_153410_cell_29.png
11413,C109P70ThinF_IMG_20150930_103214_cell_75.png
11414,C133P94ThinF_IMG_20151004_155331_cell_27.png
11415,C90P51ThinF_IMG_20150821_115846_cell_53.png
11416,C166P127ThinF_IMG_20151117_193931_cell_34.png
11417,C122P83ThinF_IMG_20151002_144855_cell_47.png
11418,C162P123ThinF_IMG_20151116_104114_cell_21.png
11419,C233ThinF_IMG_20151112_160129_cell_39.png
11420,C128P89ThinF_IMG_20151004_131129_cell_21.png
11421,C5NThinF_IMG_20150609_122020_cell_102.png
11422,C154P115ThinF_IMG_20151115_141837_cell_145.png
11423,C58P19thinF_IMG_20150802_122520_cell_10.png
11424,C90P51ThinF_IMG_20150821_115310_cell_102.png
11425,C49P10thinF_IMG_20150724_102951_cell_2.png
11426,C236ThinF_IMG_20151127_102516_cell_219.png
11427,C137P98ThinF_IMG_20151005_163712_cell_1.png
11428,C81P42ThinF_IMG_20150817_120856_cell_5.png
11429,C152P113ThinF_IMG_20151115_124557_cell_79.png
11430,C203ThinF_IMG_20151029_110105_cell_182.png
11431,C158P119ThinF_IMG_20151115_183157_cell_12.png
11432,C118P79ThinF_IMG_20151002_105346_cell_9.png
11433,C127P88ThinF_IMG_20151004_111526_cell_79.png
11434,C219ThinF_IMG_20151106_145856_cell_170.png
11435,C69P30N_ThinF_IMG_20150819_135613_cell_223.png
11436,C228ThinF_IMG_20151112_142109_cell_101.png
11437,C145P106ThinF_IMG_20151016_155051_cell_142.png
11438,C108P69ThinF_IMG_20150924_225004_cell_46.png
11439,C177P138NThinF_IMG_20151201_142846_cell_40.png
11440,C4thin_original_IMG_20150608_165540_cell_226.png
11441,C86P47ThinF_IMG_20150820_124259_cell_196.png
11442,C120P81ThinF_IMG_20151002_130918_cell_43.png
11443,C182P143NThinF_IMG_20151201_171905_cell_135.png
11444,C101P62ThinF_IMG_20150918_151507_cell_11.png
11445,C73P34_ThinF_IMG_20150815_111501_cell_72.png
11446,C209ThinF_IMG_20151029_160927_cell_180.png
11447,C211ThinF_IMG_20151029_164248_cell_38.png
11448,C189P150ThinF_IMG_20151203_141901_cell_35.png
11449,C71P32_ThinF_IMG_20150813_162146_cell_121.png
11450,C113P74ThinF_IMG_20150930_140646_cell_161.png
11451,C73P34_ThinF_IMG_20150815_111501_cell_54.png
11452,C4thin_original_IMG_20150608_165908_cell_244.png
11453,C179P140ThinF_IMG_20151127_153350_cell_118.png
11454,C58P19thinF_IMG_20150802_122846_cell_100.png
11455,C87P48ThinF_IMG_20150820_132642_cell_85.png
11456,C201ThinF_IMG_20150930_143129_cell_48.png
11457,C231ThinF_IMG_20151112_153359_cell_104.png
11458,C178P139NThinF_IMG_20151201_153846_cell_26.png
11459,C218ThinF_IMG_20151106_144001_cell_223.png
11460,C224ThinF_IMG_20151112_112334_cell_93.png
11461,C72P33_ThinF_IMG_20150815_105823_cell_223.png
11462,C233ThinF_IMG_20151112_160635_cell_182.png
11463,C59P20thinF_IMG_20150803_113051_cell_94.png
11464,C222ThinF_IMG_20151115_151211_cell_50.png
11465,C136P97ThinF_IMG_20151005_143329_cell_36.png
11466,C182P143NThinF_IMG_20151201_172257_cell_87.png
11467,C88P49ThinF_IMG_20150820_153042_cell_115.png
11468,C175P136NThinF_IMG_20151127_141325_cell_51.png
11469,C229ThinF_IMG_20151112_144652_cell_274.png
11470,C170P131ThinF_IMG_20151119_120111_cell_167.png
11471,C205ThinF_IMG_20151106_151622_cell_202.png
11472,C238NThinF_IMG_20151207_114914_cell_174.png
11473,C70P31_ThinF_IMG_20150813_131609_cell_4.png
11474,C167P128ReThinF_IMG_20151201_105102_cell_44.png
11475,C166P127ThinF_IMG_20151117_193235_cell_152.png
11476,C221ThinF_IMG_20151106_160304_cell_211.png
11477,C118P79ThinF_IMG_20151002_105125_cell_93.png
11478,C137P98ThinF_IMG_20151005_164119_cell_54.png
11479,C206ThinF_IMG_20151029_140511_cell_54.png
11480,C178P139NThinF_IMG_20151201_154735_cell_129.png
11481,C124P85ThinF_IMG_20151002_154846_cell_139.png
11482,C91P52ThinF_IMG_20150821_123314_cell_17.png
11483,C237ThinF_IMG_20151127_104954_cell_162.png
11484,C51AP12thinF_IMG_20150724_155947_cell_40.png
11485,C139P100ThinF_IMG_20151005_182527_cell_122.png
11486,C117P78ThinF_IMG_20150930_214138_cell_43.png
11487,C118P79ThinF_IMG_20151002_110725_cell_98.png
11488,C177P138NThinF_IMG_20151201_144820_cell_2.png
11489,C217ThinF_IMG_20151106_141649_cell_7.png
11490,C211ThinF_IMG_20151029_164248_cell_112.png
11491,C131P92ThinF_IMG_20151004_145410_cell_82.png
11492,C68P29N_ThinF_IMG_20150819_133350_cell_45.png
11493,C66P27N_ThinF_IMG_20150818_164754_cell_160.png
11494,C156P117ThinF_IMG_20151115_154313_cell_236.png
11495,C162P123ThinF_IMG_20151116_104451_cell_10.png
11496,C152P113ThinF_IMG_20151115_124323_cell_159.png
11497,C124P85ThinF_IMG_20151002_154502_cell_93.png
11498,C208ThinF_IMG_20151029_151017_cell_109.png
11499,C60P21thinF_IMG_20150804_105955_cell_13.png
11500,C117P78ThinF_IMG_20150930_221048_cell_2.png
11501,C145P106ThinF_IMG_20151016_154641_cell_64.png
11502,C132P93ThinF_IMG_20151004_152257_cell_1.png
11503,C139P100ThinF_IMG_20151005_183601_cell_83.png
11504,C91P52ThinF_IMG_20150821_123314_cell_105.png
11505,C209ThinF_IMG_20151029_160927_cell_263.png
11506,C241NThinF_IMG_20151207_124208_cell_150.png
11507,C174P135NThinF_IMG_20151127_135311_cell_183.png
11508,C184P145ThinF_IMG_20151203_102405_cell_128.png
11509,C13NThinF_IMG_20150614_131529_cell_66.png
11510,C42P5thin_original_IMG_20150623_134547_cell_134.png
11511,C178P139NThinF_IMG_20151201_154735_cell_30.png
11512,C75P36_ThinF_IMG_20150815_163059_cell_131.png
11513,C214ThinF_IMG_20151106_114910_cell_185.png
11514,C230ThinF_IMG_20151112_150753_cell_121.png
11515,C176P137NThinF_IMG_20151201_122811_cell_60.png
11516,C239ThinF_IMG_20151127_113008_cell_60.png
11517,C54P15thinF_IMG_20150728_102017_cell_179.png
11518,C56P17thinF_IMG_20150728_153328_cell_36.png
11519,C129P90ThinF_IMG_20151004_134520_cell_92.png
11520,C81P42ThinF_IMG_20150817_115942_cell_44.png
11521,C52P13thinF_IMG_20150725_123938_cell_90.png
11522,C4thin_original_IMG_20150608_165908_cell_132.png
11523,C230ThinF_IMG_20151112_150753_cell_268.png
11524,C118P79ThinF_IMG_20151002_110834_cell_54.png
11525,C202ThinF_IMG_20151015_152333_cell_30.png
11526,C87P48ThinF_IMG_20150820_144714_cell_195.png
11527,C91P52ThinF_IMG_20150821_124504_cell_7.png
11528,C13NThinF_IMG_20150614_131417_cell_176.png
11529,C240ThinF_IMG_20151127_115223_cell_144.png
11530,C101P62ThinF_IMG_20150918_151942_cell_4.png
11531,C155P116ThinF_IMG_20151115_143125_cell_42.png
11532,C180P141NThinF_IMG_20151201_164714_cell_101.png
11533,C67P28N_ThinF_IMG_20150819_115417_cell_92.png
11534,C212ThinF_IMG_20151106_105437_cell_132.png
11535,C138P99ThinF_IMG_20151005_173241_cell_66.png
11536,C3thin_original_IMG_20150608_163029_cell_186.png
11537,C213ThinF_IMG_20151106_112759_cell_68.png
11538,C97P58ThinF_IMG_20150917_151437_cell_71.png
11539,C146P107ThinF_IMG_20151018_135846_cell_71.png
11540,C96P57ThinF_IMG_20150824_110812_cell_18.png
11541,C71P32_ThinF_IMG_20150813_162554_cell_13.png
11542,C13NThinF_IMG_20150614_131417_cell_18.png
11543,C48P9thinF_IMG_20150721_160406_cell_146.png
11544,C204ThinF_IMG_20151029_112502_cell_164.png
11545,C171P132ThinF_IMG_20151119_153425_cell_232.png
11546,C204ThinF_IMG_20151029_112231_cell_111.png
11547,C208ThinF_IMG_20151029_155827_cell_5.png
11548,C143P104ThinF_IMG_20151005_225746_cell_92.png
11549,C159P120ThinF_IMG_20151115_190812_cell_237.png
11550,C71P32_ThinF_IMG_20150813_163655_cell_33.png
11551,C237ThinF_IMG_20151127_104844_cell_244.png
11552,C139P100ThinF_IMG_20151005_183521_cell_75.png
11553,C220ThinF_IMG_20151106_153947_cell_148.png
11554,C122P83ThinF_IMG_20151002_150207_cell_64.png
11555,C206ThinF_IMG_20151029_141047_cell_100.png
11556,C52P13thinF_IMG_20150725_125847_cell_17.png
11557,C202ThinF_IMG_20151015_151254_cell_52.png
11558,C105P66ThinF_IMG_20150924_094800_cell_132.png
11559,C154P115ThinF_IMG_20151115_141837_cell_132.png
11560,C107P68ThinF_IMG_20150924_222415_cell_90.png
11561,C204ThinF_IMG_20151029_112231_cell_115.png
11562,C79P40ThinF_IMG_20150817_103901_cell_24.png
11563,C172P133ThinF_IMG_20151119_155343_cell_133.png
11564,C229ThinF_IMG_20151112_144534_cell_172.png
11565,C157P118ThinF_IMG_20151115_163915_cell_15.png
11566,C117P78ThinF_IMG_20150930_221927_cell_55.png
11567,C60P21thinF_IMG_20150804_105034_cell_82.png
11568,C177P138NThinF_IMG_20151201_143704_cell_164.png
11569,C42P5thin_original_IMG_20150623_135746_cell_41.png
11570,C139P100ThinF_IMG_20151005_182410_cell_87.png
11571,C201ThinF_IMG_20150930_142848_cell_121.png
11572,C95P56ThinF_IMG_20150821_171751_cell_76.png
11573,C201ThinF_IMG_20150930_143129_cell_130.png
11574,C203ThinF_IMG_20151029_105443_cell_65.png
11575,C49P10thinF_IMG_20150724_102843_cell_135.png
11576,C169P130ThinF_IMG_20151118_173039_cell_81.png
11577,C141P102ThinF_IMG_20151005_215906_cell_7.png
11578,C37BP2_thinF_IMG_20150620_133238a_cell_83.png
11579,C56P17thinF_IMG_20150728_151330_cell_7.png
11580,C184P145ThinF_IMG_20151203_103824_cell_8.png
11581,C70P31_ThinF_IMG_20150819_141327_cell_33.png
11582,C137P98ThinF_IMG_20151005_162010_cell_51.png
11583,C230ThinF_IMG_20151112_150647_cell_43.png
11584,C230ThinF_IMG_20151112_150753_cell_116.png
11585,C128P89ThinF_IMG_20151004_130408_cell_64.png
11586,C209ThinF_IMG_20151029_160721_cell_221.png
11587,C57P18thinF_IMG_20150729_110134_cell_140.png
11588,C208ThinF_IMG_20151029_155411_cell_40.png
11589,C98P59ThinF_IMG_20150917_153801_cell_58.png
11590,C221ThinF_IMG_20151106_160653_cell_83.png
11591,C184P145ThinF_IMG_20151203_104153_cell_60.png
11592,C226ThinF_IMG_20151112_131731_cell_184.png
11593,C231ThinF_IMG_20151112_153106_cell_124.png
11594,C163P124ThinF_IMG_20151116_111742_cell_19.png
11595,C6NThinF_IMG_20150609_122547_cell_163.png
11596,C241NThinF_IMG_20151207_124240_cell_6.png
11597,C229ThinF_IMG_20151112_144613_cell_269.png
11598,C208ThinF_IMG_20151029_160108_cell_59.png
11599,C47P8thinOriginalOlympusCX21_IMG_20150717_173515_cell_93.png
11600,C180P141NThinF_IMG_20151201_163702_cell_77.png
11601,C72P33_ThinF_IMG_20150815_105033_cell_115.png
11602,C227ThinF_IMG_20151112_135308_cell_46.png
11603,C122P83ThinF_IMG_20151002_144341_cell_13.png
11604,C152P113ThinF_IMG_20151115_125038_cell_81.png
11605,C219ThinF_IMG_20151106_145927_cell_216.png
11606,C45P6ThinF_IMG_20151130_160135_cell_115.png
11607,C47P8thin_Original_Motic_IMG_20150714_094054_cell_87.png
11608,C167P128ReThinF_IMG_20151201_105102_cell_163.png
11609,C214ThinF_IMG_20151106_114611_cell_64.png
11610,C178P139NThinF_IMG_20151201_151903_cell_47.png
11611,C137P98ThinF_IMG_20151005_160256_cell_35.png
11612,C204ThinF_IMG_20151029_112231_cell_221.png
11613,C81P42ThinF_IMG_20150817_115942_cell_84.png
11614,C210ThinF_IMG_20151029_162439_cell_257.png
11615,C136P97ThinF_IMG_20151005_141321_cell_83.png
11616,C67P28N_ThinF_IMG_20150819_115955_cell_38.png
11617,C60P21thinF_IMG_20150804_105034_cell_50.png
11618,C165P126ThinF_IMG_20151117_171006_cell_152.png
11619,C204ThinF_IMG_20151029_110627_cell_234.png
11620,C201ThinF_IMG_20150930_143502_cell_220.png
11621,C64P25N_ThinF_IMG_20150818_152455_cell_25.png
11622,C175P136NThinF_IMG_20151127_141253_cell_47.png
11623,C117P78ThinF_IMG_20150930_214941_cell_16.png
11624,C144P105ThinF_IMG_20151015_160908_cell_104.png
11625,C94P55ThinF_IMG_20150821_170403_cell_29.png
11626,C60P21thinF_IMG_20150804_105034_cell_38.png
11627,C114P75ThinF_IMG_20150930_150057_cell_103.png
11628,C69P30N_ThinF_IMG_20150819_135613_cell_83.png
11629,C137P98ThinF_IMG_20151005_160122_cell_43.png
11630,C164P125ThinF_IMG_20151116_113954_cell_76.png
11631,C89P50ThinF_IMG_20150820_163728_cell_131.png
11632,C206ThinF_IMG_20151029_141047_cell_111.png
11633,C106P67ThinF_IMG_20150924_103811_cell_15.png
11634,C70P31_ThinF_IMG_20150819_142744_cell_86.png
11635,C182P143NThinF_IMG_20151201_172257_cell_9.png
11636,C108P69ThinF_IMG_20150924_224909_cell_40.png
11637,C236ThinF_IMG_20151127_102635_cell_26.png
11638,C146P107ThinF_IMG_20151018_135703_cell_143.png
11639,C182P143NThinF_IMG_20151201_172057_cell_118.png
11640,C64P25N_ThinF_IMG_20150818_153517_cell_144.png
11641,C50P11thinF_IMG_20150724_114951_cell_135.png
11642,C227ThinF_IMG_20151112_135422_cell_239.png
11643,C229ThinF_IMG_20151112_144222_cell_207.png
11644,C113P74ThinF_IMG_20150930_134355_cell_77.png
11645,C50P11thinF_IMG_20150724_114951_cell_10.png
11646,C179P140ThinF_IMG_20151127_153420_cell_65.png
11647,C90P51ThinF_IMG_20150821_115700_cell_243.png
11648,C164P125ThinF_IMG_20151116_113550_cell_37.png
11649,C229ThinF_IMG_20151112_144652_cell_83.png
11650,C157P118ThinF_IMG_20151115_163611_cell_132.png
11651,C45P6ThinF_IMG_20151130_155110_cell_138.png
11652,C177P138NThinF_IMG_20151201_144820_cell_42.png
11653,C124P85ThinF_IMG_20151002_153825_cell_9.png
11654,C228ThinF_IMG_20151112_142452_cell_151.png
11655,C161P122ThinF_IMG_20151116_101722_cell_77.png
11656,C169P130ThinF_IMG_20151118_172913_cell_96.png
11657,C114P75ThinF_IMG_20150930_150057_cell_48.png
11658,C179P140ThinF_IMG_20151127_153453_cell_21.png
11659,C39P4thinF_original_IMG_20150622_111723_cell_33.png
11660,C13NThinF_IMG_20150614_131617_cell_207.png
11661,C6NThinF_IMG_20150609_122421_cell_180.png
11662,C7NthinF_IMG_20150611_104404_cell_112.png
11663,C208ThinF_IMG_20151029_151017_cell_32.png
11664,C152P113ThinF_IMG_20151115_125038_cell_168.png
11665,C125P86ThinF_IMG_20151004_102205_cell_126.png
11666,C48P9thinF_IMG_20150721_160406_cell_60.png
11667,C120P81ThinF_IMG_20151002_130715_cell_18.png
11668,C90P51ThinF_IMG_20150821_115056_cell_12.png
11669,C205ThinF_IMG_20151106_151800_cell_152.png
11670,C48P9thinF_IMG_20150721_160944_cell_26.png
11671,C176P137NThinF_IMG_20151201_122444_cell_96.png
11672,C104P65ThinF_IMG_20150918_171751_cell_175.png
11673,C237ThinF_IMG_20151127_105345_cell_38.png
11674,C94P55ThinF_IMG_20150821_165118_cell_125.png
11675,C45P6ThinF_IMG_20151130_160409_cell_184.png
11676,C227ThinF_IMG_20151112_135818_cell_43.png
11677,C156P117ThinF_IMG_20151115_154435_cell_172.png
11678,C229ThinF_IMG_20151112_144652_cell_103.png
11679,C183P144NThinF_IMG_20151201_223208_cell_57.png
11680,C218ThinF_IMG_20151106_143940_cell_77.png
11681,C113P74ThinF_IMG_20150930_135904_cell_162.png
11682,C151P112ThinF_IMG_20151115_121725_cell_3.png
11683,C5NThinF_IMG_20150609_122020_cell_138.png
11684,C155P116ThinF_IMG_20151115_143125_cell_62.png
11685,C169P130ThinF_IMG_20151118_173039_cell_73.png
11686,C45P6ThinF_IMG_20151130_155110_cell_179.png
11687,C155P116ThinF_IMG_20151115_143156_cell_126.png
11688,C6NThinF_IMG_20150609_122725_cell_174.png
11689,C117P78ThinF_IMG_20150930_214941_cell_61.png
11690,C228ThinF_IMG_20151112_142730_cell_244.png
11691,C237ThinF_IMG_20151127_104954_cell_38.png
11692,C212ThinF_IMG_20151106_110411_cell_164.png
11693,C150P111ThinF_IMG_20151115_120029_cell_125.png
11694,C157P118ThinF_IMG_20151115_164026_cell_152.png
11695,C164P125ThinF_IMG_20151116_120135_cell_44.png
11696,C180P141NThinF_IMG_20151201_163848_cell_33.png
11697,C33P1thinF_IMG_20150619_120804a_cell_74.png
11698,C109P70ThinF_IMG_20150930_103811_cell_65.png
11699,C89P50ThinF_IMG_20150820_162504_cell_127.png
11700,C223ThinF_IMG_20151112_103809_cell_173.png
11701,C116P77ThinF_IMG_20150930_171448_cell_48.png
11702,C232ThinF_IMG_20151112_154719_cell_144.png
11703,C73P34_ThinF_IMG_20150815_111422_cell_163.png
11704,C47P8thin_Original_Motic_IMG_20150714_094054_cell_21.png
11705,C139P100ThinF_IMG_20151005_183338_cell_96.png
11706,C131P92ThinF_IMG_20151004_151126_cell_58.png
11707,C61P22N_ThinF_IMG_20150818_112252_cell_147.png
11708,C68P29N_ThinF_IMG_20150819_133350_cell_85.png
11709,C237ThinF_IMG_20151127_105320_cell_47.png
11710,C56P17thinF_IMG_20150728_151330_cell_63.png
11711,C239ThinF_IMG_20151127_113253_cell_61.png
11712,C93P54ThinF_IMG_20150821_164024_cell_75.png
11713,C72P33_ThinF_IMG_20150815_104045_cell_135.png
11714,C84P45ThinF_IMG_20150818_101257_cell_43.png
11715,C203ThinF_IMG_20151029_110105_cell_98.png
11716,C236ThinF_IMG_20151127_102428_cell_126.png
11717,C77P38ThinF_IMG_20150601_155125_cell_56.png
11718,C134P95ThinF_IMG_20151005_121554_cell_38.png
11719,C201ThinF_IMG_20150930_143502_cell_186.png
11720,C105P66ThinF_IMG_20150924_095633_cell_82.png
11721,C138P99ThinF_IMG_20151005_171940_cell_100.png
11722,C226ThinF_IMG_20151112_131255_cell_212.png
11723,C54P15thinF_IMG_20150728_105949_cell_34.png
11724,C133P94ThinF_IMG_20151004_155331_cell_50.png
11725,C117P78ThinF_IMG_20150930_221812_cell_12.png
11726,C70P31_ThinF_IMG_20150813_130849_cell_1.png
11727,C106P67ThinF_IMG_20150924_103245_cell_132.png
11728,C89P50ThinF_IMG_20150820_163347_cell_12.png
11729,C183P144NThinF_IMG_20151201_224107_cell_42.png
11730,C184P145ThinF_IMG_20151203_103637_cell_30.png
11731,C164P125ThinF_IMG_20151116_115650_cell_81.png
11732,C222ThinF_IMG_20151115_151211_cell_65.png
11733,C128P89ThinF_IMG_20151004_130549_cell_60.png
11734,C201ThinF_IMG_20150930_143544_cell_18.png
11735,C130P91ThinF_IMG_20151004_141504_cell_13.png
11736,C156P117ThinF_IMG_20151115_154313_cell_210.png
11737,C51AP12thinF_IMG_20150724_153313_cell_75.png
11738,C59P20thinF_IMG_20150803_113051_cell_113.png
11739,C60P21thinF_IMG_20150804_104919_cell_87.png
11740,C80P41ThinF_IMG_20150817_111544_cell_116.png
11741,C218ThinF_IMG_20151106_144001_cell_140.png
11742,C62P23N_ThinF_IMG_20150818_133527_cell_173.png
11743,C148P109ThinF_IMG_20151115_112253_cell_78.png
11744,C37BP2_thinF_IMG_20150620_132440a_cell_41.png
11745,C186P147NThinF_IMG_20151203_150408_cell_56.png
11746,C45P6ThinF_IMG_20151130_160409_cell_62.png
11747,C46P7ThinF_IMG_20151130_205558_cell_66.png
11748,C241NThinF_IMG_20151207_124208_cell_128.png
11749,C209ThinF_IMG_20151029_160803_cell_196.png
11750,C130P91ThinF_IMG_20151004_141504_cell_21.png
11751,C147P108ThinF_IMG_20151115_101317_cell_177.png
11752,C113P74ThinF_IMG_20150930_134355_cell_89.png
11753,C141P102ThinF_IMG_20151005_213930_cell_14.png
11754,C177P138NThinF_IMG_20151201_143546_cell_41.png
11755,C235ThinF_IMG_20151112_165055_cell_257.png
11756,C84P45ThinF_IMG_20150818_102507_cell_60.png
11757,C230ThinF_IMG_20151112_150753_cell_2.png
11758,C222ThinF_IMG_20151115_150925_cell_71.png
11759,C162P123ThinF_IMG_20151116_104736_cell_22.png
11760,C185P146ThinF_IMG_20151203_110448_cell_100.png
11761,C211ThinF_IMG_20151029_164033_cell_113.png
11762,C47P8thin_Original_Motic_IMG_20150714_093600_cell_46.png
11763,C74P35_ThinF_IMG_20150815_114153_cell_125.png
11764,C65P26N_ThinF_IMG_20150818_154050_cell_146.png
11765,C152P113ThinF_IMG_20151115_124323_cell_40.png
11766,C115P76ThinF_IMG_20150930_163018_cell_208.png
11767,C175P136NThinF_IMG_20151127_141325_cell_45.png
11768,C77P38ThinF_IMG_20150602_111510_cell_1.png
11769,C93P54ThinF_IMG_20150821_163640_cell_39.png
11770,C203ThinF_IMG_20151029_105443_cell_288.png
11771,C85P46ThinF_IMG_20150820_105301_cell_251.png
11772,C33P1thinF_IMG_20150619_121503a_cell_73.png
11773,C59P20thinF_IMG_20150803_112733_cell_36.png
11774,C76P37ThinF_IMG_20150815_171214_cell_30.png
11775,C87P48ThinF_IMG_20150820_144855_cell_88.png
11776,C234ThinF_IMG_20151112_163036_cell_281.png
11777,C138P99ThinF_IMG_20151005_173453_cell_101.png
11778,C160P121ThinF_IMG_20151116_093109_cell_99.png
11779,C84P45ThinF_IMG_20150818_101056_cell_37.png
11780,C211ThinF_IMG_20151029_164451_cell_31.png
11781,C172P133ThinF_IMG_20151119_154936_cell_124.png
11782,C85P46ThinF_IMG_20150820_110143_cell_154.png
11783,C178P139NThinF_IMG_20151201_154735_cell_13.png
11784,C204ThinF_IMG_20151029_112502_cell_36.png
11785,C220ThinF_IMG_20151106_154016_cell_44.png
11786,C156P117ThinF_IMG_20151115_155104_cell_218.png
11787,C150P111ThinF_IMG_20151115_115950_cell_22.png
11788,C147P108ThinF_IMG_20151115_095606_cell_154.png
11789,C53P14thinF_IMG_20150726_114918_cell_144.png
11790,C154P115ThinF_IMG_20151115_141336_cell_45.png
11791,C221ThinF_IMG_20151106_160515_cell_154.png
11792,C227ThinF_IMG_20151112_135422_cell_37.png
11793,C114P75ThinF_IMG_20150930_150833_cell_36.png
11794,C241NThinF_IMG_20151207_124208_cell_68.png
11795,C172P133ThinF_IMG_20151119_154936_cell_161.png
11796,C180P141NThinF_IMG_20151201_165528_cell_80.png
11797,C77P38ThinF_IMG_20150602_142303_cell_106.png
11798,C164P125ThinF_IMG_20151116_120135_cell_46.png
11799,C174P135NThinF_IMG_20151127_135512_cell_98.png
11800,C213ThinF_IMG_20151106_112853_cell_19.png
11801,C107P68ThinF_IMG_20150924_222415_cell_41.png
11802,C156P117ThinF_IMG_20151115_153831_cell_200.png
11803,C66P27N_ThinF_IMG_20150818_163551_cell_16.png
11804,C122P83ThinF_IMG_20151002_144855_cell_28.png
11805,C164P125ThinF_IMG_20151116_114404_cell_22.png
11806,C33P1thinF_IMG_20150619_120645a_cell_153.png
11807,C186P147NThinF_IMG_20151203_150322_cell_110.png
11808,C134P95ThinF_IMG_20151005_122449_cell_44.png
11809,C237ThinF_IMG_20151127_104954_cell_76.png
11810,C235ThinF_IMG_20151112_164918_cell_179.png
11811,C81P42ThinF_IMG_20150817_120856_cell_10.png
11812,C168P129ThinF_IMG_20151118_160845_cell_33.png
11813,C201ThinF_IMG_20150930_142848_cell_132.png
11814,C33P1thinF_IMG_20150619_121300a_cell_46.png
11815,C42P5thin_original_IMG_20150623_134919_cell_19.png
11816,C33P1thinF_IMG_20150619_120838a_cell_134.png
11817,C98P59ThinF_IMG_20150917_153311_cell_27.png
11818,C67P28N_ThinF_IMG_20150819_115955_cell_13.png
11819,C166P127ThinF_IMG_20151117_194147_cell_10.png
11820,C57P18thinF_IMG_20150729_104027_cell_78.png
11821,C2NThinF_IMG_20150604_114815_cell_107.png
11822,C116P77ThinF_IMG_20150930_171219_cell_33.png
11823,C46P7ThinF_IMG_20151130_210843_cell_88.png
11824,C83P44ThinF_IMG_20150817_133355_cell_150.png
11825,C84P45ThinF_IMG_20150818_102654_cell_28.png
11826,C232ThinF_IMG_20151112_154345_cell_240.png
11827,C148P109ThinF_IMG_20151115_112445_cell_29.png
11828,C101P62ThinF_IMG_20150918_151942_cell_28.png
11829,C109P70ThinF_IMG_20150930_103113_cell_28.png
11830,C62P23N_ThinF_IMG_20150818_132918_cell_4.png
11831,C161P122ThinF_IMG_20151116_100724_cell_26.png
11832,C2NThinF_IMG_20150604_114751_cell_92.png
11833,C169P130ThinF_IMG_20151119_143039_cell_49.png
11834,C220ThinF_IMG_20151106_154533_cell_85.png
11835,C133P94ThinF_IMG_20151004_154351_cell_44.png
11836,C69P30N_ThinF_IMG_20150819_140143_cell_86.png
11837,C166P127ThinF_IMG_20151117_194932_cell_48.png
11838,C163P124ThinF_IMG_20151116_110921_cell_158.png
11839,C158P119ThinF_IMG_20151115_181035_cell_168.png
11840,C97P58ThinF_IMG_20150917_151512_cell_112.png
11841,C46P7ThinF_IMG_20151130_205719_cell_127.png
11842,C65P26N_ThinF_IMG_20150818_154010_cell_193.png
11843,C172P133ThinF_IMG_20151119_155307_cell_20.png
